Price,Close,High,Low,Open,Volume
Ticker,^MID,^MID,^MID,^MID,^MID
Date,,,,,
1981-01-02,36.880001068115234,36.880001068115234,36.880001068115234,36.880001068115234,0
1981-01-05,37.13999938964844,37.13999938964844,37.13999938964844,37.13999938964844,0
1981-01-06,37.130001068115234,37.130001068115234,37.130001068115234,37.130001068115234,0
1981-01-07,36.09000015258789,36.09000015258789,36.09000015258789,36.09000015258789,0
1981-01-08,35.77000045776367,35.77000045776367,35.77000045776367,35.77000045776367,0
1981-01-09,35.880001068115234,35.880001068115234,35.880001068115234,35.880001068115234,0
1981-01-12,35.9900016784668,35.9900016784668,35.9900016784668,35.9900016784668,0
1981-01-13,35.81999969482422,35.81999969482422,35.81999969482422,35.81999969482422,0
1981-01-14,36.119998931884766,36.119998931884766,36.119998931884766,36.119998931884766,0
1981-01-15,36.33000183105469,36.33000183105469,36.33000183105469,36.33000183105469,0
1981-01-16,36.560001373291016,36.560001373291016,36.560001373291016,36.560001373291016,0
1981-01-19,36.599998474121094,36.599998474121094,36.599998474121094,36.599998474121094,0
1981-01-20,36.08000183105469,36.08000183105469,36.08000183105469,36.08000183105469,0
1981-01-21,35.86000061035156,35.86000061035156,35.86000061035156,35.86000061035156,0
1981-01-22,35.65999984741211,35.65999984741211,35.65999984741211,35.65999984741211,0
1981-01-23,35.66999816894531,35.66999816894531,35.66999816894531,35.66999816894531,0
1981-01-26,35.47999954223633,35.47999954223633,35.47999954223633,35.47999954223633,0
1981-01-27,35.81999969482422,35.81999969482422,35.81999969482422,35.81999969482422,0
1981-01-28,35.720001220703125,35.720001220703125,35.720001220703125,35.720001220703125,0
1981-01-29,35.70000076293945,35.70000076293945,35.70000076293945,35.70000076293945,0
1981-01-30,35.58000183105469,35.58000183105469,35.58000183105469,35.58000183105469,0
1981-02-02,34.75,34.75,34.75,34.75,0
1981-02-03,34.88999938964844,34.88999938964844,34.88999938964844,34.88999938964844,0
1981-02-04,35.029998779296875,35.029998779296875,35.029998779296875,35.029998779296875,0
1981-02-05,35.45000076293945,35.45000076293945,35.45000076293945,35.45000076293945,0
1981-02-06,35.59000015258789,35.59000015258789,35.59000015258789,35.59000015258789,0
1981-02-09,35.29999923706055,35.29999923706055,35.29999923706055,35.29999923706055,0
1981-02-10,35.20000076293945,35.20000076293945,35.20000076293945,35.20000076293945,0
1981-02-11,35.040000915527344,35.040000915527344,35.040000915527344,35.040000915527344,0
